property_listing_id,property_title,property_property_type,property_project_name,property_bhk,property_bathrooms,property_builtup_area_sqft,property_carpet_area_sqft,property_furnishing,property_possession,property_posted_on,price_price,price_price_per_sqft,price_total_price_text,loc_city_id,loc_locality_id,loc_address,loc_latitude,loc_longitude,images_all,nearby_summary
H87697658,"Flat/Apartment for Sale in Krishna Apartments, Opp. Anand Mangal III, Ambawadi Bazar, 132 Ft Ring Road",Flat/Apartment,"Krishna Apartments, Opp. Anand Mangal III",3,2,,,Furnished,Immediate,Updated 2w ago by owner,11100000,"84,090",Rs1.11 Crore,49,1104976,"in Krishna Apartments, Opp. Anand Mangal III, Ambawadi Bazar, 132 Ft Ring Road",,,,Jalaram Mandir (None) | Bhimnath Mahadev Shiv Temple (None) | Dr. Rajiv Thakores Hospital (None) | Mangeet Medical Nursing Home and Heart Care (None) | Diva Eye Institute Hospital (None) | Parimal Multispeciality Hospital (None) | Siddhivinayak Hospital Ahmedabad (None) | Netralaya-The Eye Associates (None) | Shyam Urological Hospital (None) | Om Surgical Nursing Home (None) | Talsania Clinic (None) | Khush Eye Hospital (None) | Cure Sight Laser Centre (None) | Sarthak Orthopaedic Hospital Parimal Crosssing (None) | Aarna Super Speciality Hospital (None) | Aash Arthoscopy Centre (None) | Dr.Joshi Maternity And Gynec Hospital (None) | Dr.Santosh C.Raibagkar (None) | R. Tolat Eye Clinic (None) | Jyoti Eye Hospital- Phaco Laser Centre (None) | Niyati Ent Hospital (None) | Shree Harikrupa Hospital (None) | Sannidhya Hospital (None) | Bodyline Hospitals (None) | Navkar Plastic Surgery Hospital (None) | Eye Care Hospital Pvt. Ltd. (None) | Saraiya Plastic Surgery And Burns Hospital (None) | Gheewala Hospital (None) | Krupanidhi Hospital (None) | Jarmarwala Hospital (None) | Amardeep Multispeciality Children Hospital (None) | Long Life Hospital Ahmedabad (None) | Vision Care Eye Hospital Ahmedabad (None) | Bavishi Hospital (None) | Arihant Fracture and Orthopedic Hospital (None) | Navkar Hospital (None) | Shalin Hospital Ahmedabad (None) | Atlanta (None) | Paldi Bus Stand (None) | Hdfc bank paldi branch (None) | Jasuben Pizza (None) | Deshi Chulha Non-veg (None) | Tandoorworkz (None) | McDonald's (None) | Swati Snacks (None) | Navchetan School (None) | 9 Aple Web (None) | Schoolnet India Limited (None) | Ochre Revival (None) | British library ahmedabad (None)
Q80925667,"Flat/Apartment for Sale in Savvy Swaraaj Sports Living, Jagatpur, Ahmedabad",Flat/Apartment,Savvy Swaraaj Sports Living,3,3,,,Semifurnished,Immediate,Updated 3w ago by owner,10500000,6069,Rs1.05 Crore,1008530,14756,"in Savvy Swaraaj Sports Living, Jagatpur, Ahmedabad",,,,Nirma University (None) | Silver Oak University (None) | Shivam Multispecialty Hospital (None) | Airport (None) | ICICI Bank Ahmedabad-IOCL (None) | Karnavati Club (None) | BRTS Station (None) | Chandkhera Road Station (None) | Sabarmati F Cabin Station (None) | Chandlodiya Station (None) | Chandlodia Lake (None) | Indian Oil Chandlodiya Rd (None) | Kaligam Fort (None) | High Court of Gujarat (None) | Peacock Wedding & Celebrations (None)
W86693224,"Flat/Apartment for Sale in Dev Castle, Jaymala, Maninagar",Flat/Apartment,Dev Castle,2,2,,1017.0,Furnished,Immediate,Updated 1w ago by owner,6000000,5899,Rs60 Lac,48,40317,"in Dev Castle, Jaymala, Maninagar",,,,Ram Krishna Temple (None) | Baba Ramdev Pir Temple (None) | Shiv Mandir Temple of Lord Shiva (None) | Ambaji Mata Temple (None) | Indusland bank ATM (None) | Aatman Hospital (None) | Swapn Healthcare Hospital Pvt. Ltd (None) | Dr. Pandya's Maternity Nursing Home (None) | Remedy Hospital (None) | Family Care Nursing Home (None) | Dr. Shah's Maternity and Nursing Home (None) | Shlok Medical and Heart Hospital (None) | Geeta Maternity and Polyclinic Nursing Home (None) | Jyoti Eye Care Hospital (None) | Shilp Orthopaedics And Trauma Centre (None) | Harshil Medical Nursing Home (None) | Dr. Bakulesh Madhu (None) | Shraddha Orthopaedic Hospital (None) | Dr Nayan V Shah Surgical Hospital (None) | Dirdhau Hospital (None) | Shreeji Children's Hospital (None) | Shree Nathe Hospital (None) | Jhanvi Fracture and Orthopaedic Hospital (None) | Parth Eye Hospital (None) | Vraj Hospital and Heart Care Center (None) | Chhaya Maternity Nursing Home (None) | Sarsij Dental Clinic (None) | New Shraddha Hospital (None) | Shakur Children Hospital (None) | Shraddha Hospital (None) | Ashirvad Hospital (None) | Lavanya Clinic (None) | Dr. Jayshree Vadher (None) | Riddhi Medical Nursing Home (None) | Lavingia Orthopedic Hospital (None) | Vedanth Medical Hospital (None) | Noble Clinic (None) | Dr. Binitha Desai (None) | Aarna Hospital (None) | Anand Children Hospital (None) | Dirgayu Orthopedic Hospital (None) | Manoramya Children Hospital and Neonatal Centre (None) | Maryam Hospital (None) | Little Flower Neonatal and Pediatric Super Speciality Hospital (None) | Kothari Onco Surgical Hospital (None) | Mithakhali Stavya Hospital (None) | Ratan Hospital (None) | Indusland bank (None) | HorizonCore Infosoft Pvt Ltd (None) | Maneklal jethalal public library (None)
D86700128,"Residential Land/Plot for Sale in Bhadwatnagar, Maninagar",Residential Land/Plot,,0,0,380.0,,,Immediate,Updated 3w ago by owner,39900000,1.05 L,Rs3.99 Crore,48,1105372,"in Bhadwatnagar, Maninagar",,,,Shiv Mandir Temple of Lord Shiva (None) | Ram Krishna Temple (None) | Ambaji Mata Temple (None) | Baba Ramdev Pir Temple (None) | Jhanvi Fracture and Orthopaedic Hospital (None) | Shlok Medical and Heart Hospital (None) | Dr. Pandya's Maternity Nursing Home (None) | Dr. Shah's Maternity and Nursing Home (None) | Jyoti Eye Care Hospital (None) | Shilp Orthopaedics And Trauma Centre (None) | Family Care Nursing Home (None) | Dirdhau Hospital (None) | Vedanth Medical Hospital (None) | Shreeji Children's Hospital (None) | Aatman Hospital (None) | Remedy Hospital (None) | Ashirwad Hospital Ahmedabad (None) | Shree Nathe Hospital (None) | Lavingia Orthopedic Hospital (None) | Sarsij Dental Clinic (None) | Avishkar Multi Speciality ICU and Trauma Centre (None) | Vraj Hospital and Heart Care Center (None) | Lavanya Clinic (None) | Akshar Hospital (None) | Suman Hospital (None) | Little Flower Neonatal and Pediatric Super Speciality Hospital (None) | Riddhi Medical Nursing Home (None) | Nilkanth Hospital (None) | Harshil Medical Nursing Home (None) | Ansuya General Hospital (None) | Ashirvad Hospital (None) | Dr. Bakulesh Madhu (None) | Geeta Maternity and Polyclinic Nursing Home (None) | Swapn Healthcare Hospital Pvt. Ltd (None) | Dr Nayan V Shah Surgical Hospital (None) | Shraddha Orthopaedic Hospital (None) | Clear Vision Eye Hospital (None) | Parth Eye Hospital (None) | Chhaya Maternity Nursing Home (None) | Apoorva Women's Hospital (None) | Raghuvir Eye Hospital (None) | Palak Eye Hospital (None) | Eye Sight Vision Care Hospital (None) | Maya Maternity Hospital (None) | Raj Maternity Home (None) | Akshar Surgical Hospital Maninagar (None) | Aarna Hospital (None) | Indusland bank (None) | HorizonCore Infosoft Pvt Ltd (None) | Maneklal jethalal public library (None)
C88064032,"Flat/Apartment for Sale in Sadguru Soham Sanidhya, Ramol, Ahmedabad East",Flat/Apartment,Sadguru Soham Sanidhya,2,2,,775.0,Furnished,Immediate,Updated yesterday by owner,4500000,3496,Rs45 Lac,48,23653,"in Sadguru Soham Sanidhya, Ramol, Ahmedabad East",,,,Chamunda Mata Temple (None) | Saibaba Temple (None) | Temple (None) | Shukan Maternity Home (None) | Hariom Multispeciality Hospital (None) | Shreedhar Hospital Ahmedabad (None) | Rajni Women's Hospital and Research Centre (None) | Aniket Ent Hospital (None) | Anoop Children Hospital (None) | Dhruv Health Care (None) | Nadkarni's 21St Century Hospitals Pvt Ltd (None) | Loving Community (None) | Maninagar Bus stop (None) | Hotel Purohit Por (None) | Royal Pride (None) | Gayatri (None) | Annapurna (None) | Tan-man bhaji pav (None) | ABD Diamonds Private Limited (None) | KAMAL STEEL (None) | Venus Tape (None)
S86783344,"Flat/Apartment for Sale in Murlidhar Shyam Status, Navrangpura, CG Road, Ahmedabad",Flat/Apartment,Murlidhar Shyam Status,4,4,,,Furnished,Immediate,Updated 1w ago by owner,31500000,8750,Rs3.15 Crore,49,1564,"in Murlidhar Shyam Status, Navrangpura, CG Road, Ahmedabad",,,,Jain Temple (None) | The Holistic Medical Centre Ayulink Ayurveda Hospital (None) | Hari Urosurgical Hospital and Andrology Centre (None) | Nova Pulse Ivf Clinic Ahmedabad Pvt.Ltd. (None) | Vedanta Institute Of Medical Sciences Hospital (None) | Hemato-Oncology Clinic (None) | Samdev Urology and Surgery Clinic (None) | Samved Orthopaedic Hospital Ahmedabad (None) | Dr. Devendra Patel Nursing Home (None) | Super Surgical Hospital Ahmedabad (None) | Pramukh Neurosurgical Hosptial (None) | Jaju Plastic Surgery Center (None) | Shrey Hospital (None) | Rangshree Clinic (None) | Dr. Suresh K. Bhanshali (None) | Aashu Dental Multispeciality Polyclinic (None) | Cheers Interventional Pain Management Hospital (None) | Kavit Urosurgical Hospital (None) | Dr Rupesh Shah Killol Children Hospital (None) | Retina Clinic and Laser Centre (None) | Brain and Spine Hospital (None) | Pankit Nursing Home (None) | Sahjanand Eye Care Hospital (None) | Centre For Sight Ahmedabad (None) | Maniar Hospital (None) | Dr Pratap Desai Eye Clinic (None) | Welcare Women's Hospital (None) | City Centre (None) | Shilp (None) | Amola Chambers (None) | BSNL (None) | HCL Tower (None) | Navrangpura (None) | Citi bank (None) | Kotak mahindra bank (None) | The state bank of india ahmedabad office (None) | Bean Box Cafe - Coffee Stand (None) | chocolate room (None) | Seva Cafe (None) | choice (None) | havmor (None) | waah (None) | purohit (None) | Cafe Coffee Day (None) | Havmor Restaurant (None) | Unlocked (None) | Cafe udipi richi (None) | SLIMS - Som Lalit Institute of Management Studies (None) | SPEC INDIA (None) | Dharti Infotech Private Limited (None)
D88231266,"Independent House/Villa for Sale in Kasindra, Ahmedabad",Independent House/Villa,,3,4,175.0,,Unfurnished,Immediate,Updated 4d ago by owner,9200000,"52,571",Rs92 Lac,47,32947,"in Kasindra, Ahmedabad",,,,
B87489806,"Flat/Apartment for Sale in SS shyam saral, Tragad, Ahmedabad",Flat/Apartment,SS shyam saral,3,2,,181.0,Furnished,Immediate,Updated 4w ago by owner,14500000,"80,110",Rs1.45 Crore,1008530,6092,"in SS shyam saral, Tragad, Ahmedabad",,,,Prime Dental Care (None) | Dr Yashvant Chhatbar (None) | Devarshi Super Speciality Hospital (None) | Satyamev Hospital (None) | Pushp Hospital and Maternity Home (None) | Mahavir Clinic and Nursing Home (None) | Ansh Multispeciality Hospital (None) | Navjivan Hospital (None) | Shreyas Orthopedic Hospital Ahmedabad (None) | Health Center (None) | Shivam Surgical and Dental Hospital (None) | Management Parking (None) | New Parking (None) | D-cabin (None) | Vallabhpark (None) | Kalupur cooperative commercial bank (None) | F1 Pharma Canteen (None) | Management Mess (None) | NIM Auditorium (None) | Silver Oak College Of Engineering & Technology (None) | Nirma University (None) | Chandkheda road railway station (None)
X88228106,"Flat/Apartment for Sale in Raj Avenue, Thaltej, Ahmedabad",Flat/Apartment,Raj Avenue,2,2,,120.0,Semifurnished,Immediate,Updated Just now by owner,3800000,"31,666",Rs38 Lac,49,1294,"in Raj Avenue, Thaltej, Ahmedabad",,,,Gurukul (None) | Bank of baroda ATM (None) | Axis bank ATM (None) | Samarpan Maternity And Urosurgical Hospital (None) | Apex Heart Institute (None) | Udit Hospital Multi Speciality (None) | Surveen Children Hospital And Vaccination Centre (None) | Sal Hospital and Medical Institute (None) | Mehta Hospital Siddhachal (None) | The Vitreoretina Clinic and Eye Hospital (None) | Arthro Care Hospital (None) | Chandandwar Hospital (None) | Dr. Manish Goyal (None) | Raghudeep Eye Clinic (None) | Rainbow Super Speciality Children's Hospital (None) | Raksha Hospital Pvt Ltd (None) | Shri Gordhandas Charitable Hospital (None) | Brinda Women's Hospital (None) | Avataran Eye Hospital and Oculoplasty Clinic (None) | Uro Care (None) | Neil Hospital Ahmedabad (None) | Sterling Hospital Div. Of Addlife Medical Institute Pvt. Ltd. (None) | P.N.Desai Eye Hospital (None) | Vatsalya Maternity Nursing Home (None) | Shree Raj Hospital Ahmedabad (None) | Ashish Orthopaedic Hospital Ahmedabad (None) | Kidney And Urology Hospital (None) | little flower (None) | Shangrila Bunglows (None) | Ramanand gurukul swastik hall (None) | Raghunath Party Plot (None) | Indian oil (None) | HP Fuel Station (None) | PVR acropolis mall (None) | Adlabs BIG Cinema (None) | V.Desi Food Couet (None) | Honest (None) | Subway (None) | Barbeque Nation (None) | Atithi Dining Hall (None) | Havmor (None) | Black Salt (None) | Deva's Coffee Bar (None) | Subway (None) | Gordhan Thal (None) | Iscon Ghantiya (None) | Cooking Culture (None) | cabana lounge (None) | Nirma School (None) | Azista Aerospace (None)
U87743628,"Flat/Apartment for Sale in Shikhar Parijat Upvan, Vatva, Ahmedabad",Flat/Apartment,Shikhar Parijat Upvan,2,2,48.19,41.09,,Immediate,Updated 3d ago by owner,2500000,"60,842",Rs25 Lac,48,7624,"in Shikhar Parijat Upvan, Vatva, Ahmedabad",,,,Shree Muktajivan Swami Bapa Smruti Mandir (None) | Shree Gurukrupa Clinic (None) | Kashiba General Hospital (None) | Dr. Dharmendra Thakkar (None) | Abhinav Clinic (None) | Shyam Clinic (None) | Shri Ji Kripa Prasuti Griha Hospital (None) | Life Care Clinic (None) | Matru Chhaya Hospital (None) | Chiranjeev Children Hospital (None) | Harsh Hospital (None) | Safal Hospital (None) | U.N. Mehta Eye Hospital (None) | Pramukh Hospital and Research Centre (None) | Krishna General Hospital (None) | Swami Sadanand Hospital (None) | Chirag Clinic (None) | Khana Clinic (None) | Aman Multi Speciality Hospital (None) | Roshan General Hospital (None) | Seva Clinic (None) | Epic Clinic (None) | Indira Women's Care and Multi Speciality Hospital (None) | Abhinav Hospital (None) | Dhanwantari Clinic (None) | Sparsh Multi Speciality Hospital (None) | Vimala Hospital (None) | Doctor Bhatt's Hospital (None) | Smruti Multi Speciality Hospital (None) | Mediclaim Hospital (None) | Hdfc bank (None) | Dena bank (None) | Vatva railway station (None)
W79881185,"Flat/Apartment for Sale in Shree Eklingji Residency, Sanand, Ahmedabad",Flat/Apartment,Shree Eklingji Residency,2,2,104.52,,Semifurnished,Immediate,Updated 2d ago by owner,3500000,3111,Rs35 Lac,49,7657,"in Shree Eklingji Residency, Sanand, Ahmedabad",,,,
A83031090,"Flat/Apartment for Sale in Shree Balaji Agora Residency, Sughad, Ahmedabad",Flat/Apartment,Shree Balaji Agora Residency,4,3,,,Furnished,Immediate,Updated 1w ago by owner,13000000,5555,Rs1.3 Crore,1008530,15370,"in Shree Balaji Agora Residency, Sughad, Ahmedabad",,,,Guru Mandir (None) | Kanoria Hospital And Research Centre Gandhinagar (None) | Fuel (None) | AFC Garden Restaurant (None) | Gyan bhandar library (None)
G81047961,"Flat/Apartment for Sale in HR Eliseo, Shela, Ahmedabad",Flat/Apartment,HR Eliseo,4,5,,,Unfurnished,Immediate,Updated 1w ago by owner,27500000,5607,Rs2.75 Crore,49,27163,"in HR Eliseo, Shela, Ahmedabad",,,,Thaltej Metro Station (None) | Suncity Shopping Mall (None) | NH 147 (None) | Apollo International School (None) | Anant National University (None) | Dhanvantri Enorektal Hospital (None) | SVP Int. Airport (None) | Vastrapur Railway Station (None)
T86294806,"Flat/Apartment for Sale in Olive Greens, Gota, Ahmedabad",Flat/Apartment,Olive Greens,4,4,,1781.87,Furnished,Immediate,Updated 2w ago by owner,26500000,7379,Rs2.65 Crore,1008530,6081,"in Olive Greens, Gota, Ahmedabad",,,,Thaltej Metro Station (None) | Alfa Mall (None) | Gota NH147 (None) | Woodland School (None) | Nirma University (None) | CIMS Hospital (None) | Sardar Vallabhbhai Airport (None) | Ahmedabad Railway Station (None) | NCrypted Office Space (None) | Vivanta Hotel (None) | The Belvedere Golf Course (None) | Sardar Patel Stadium (None)
T86268982,"Flat/Apartment for Sale in Keraliya Awadh Habitat, Shilaj, Ahmedabad",Flat/Apartment,Keraliya Awadh Habitat,3,3,,,Unfurnished,Immediate,Updated 1w ago by owner,8900000,5874,Rs89 Lac,49,7647,"in Keraliya Awadh Habitat, Shilaj, Ahmedabad",,,,Shangrila Bunglows (None) | Sterling City (None) | Bopal gam (None) | Bean Box Cafe (None) | Black Salt (None) | Satva Vikas School (None) | Ambli road railway station (None)
M87594392,"Flat/Apartment for Sale in Karnavati Apartment, Maninagar, Ahmedabad",Flat/Apartment,Karnavati Apartment,2,2,,950.0,Furnished,Immediate,Updated 5d ago by owner,6200000,6526,Rs62 Lac,48,1298,"in Karnavati Apartment, Maninagar, Ahmedabad",,,,ISKON Temple (None) | Prerna Tirth Derasar (None) | Jama Masjid (None) | State bank of india ATM (None) | Shree Hari Clinic (None) | Vismay Child Care Hospital (None) | Sai Krupa Hospital (None) | Kirenben Maternity And Nursing Home (None) | Rushabh Medi-Surge Hospital Pvt Ltd (None) | Sahjanand Orthopaedic Hospital (None) | Shreeji Maternity and Surgical Nursing Home (None) | Tulip Women's Hospital (None) | Cardio Vascular Clinic - Ahmedabad (None) | Shreyas Speciality Hospital (None) | Naresh Hospital (None) | Shaishav Children Hospital And Neonatal Care Unit (None) | Swastik Surgical Hospital And Dental Clinic Ahmedabad (None) | Spandan Hospital Ahmedabad (None) | Nanavati Maternity Hospital (None) | Abhisek Maternity and Nursing Home (None) | Sanjivani Maternity SonographyandPainless Delivery (None) | Satellite Orthopaedic Hospital And Research Centre Pvt Ltd (None) | Shyamal Orthopaedic Hospital (None) | Urva Children Hospital and Neonatal Care (None) | Gynaecare Women's Hospital (None) | Regus Business Centre (None) | shell petrol pump (None) | Yes bank (None) | Indian bank (None) | Wide Angle (None) | Mukta A2 Cinemas (None) | La Milano Pizzeria Prahladnagar (None) | In-Garden Cafe (None) | Sphere Louge (None) | Skyz Restaurant and Banquet (None) | McDonald's (None) | Mc Donalds (None) | Cafe Coffee Day (None) | Jagdish Chaat Pakodi Center (None) | Diwan Bhel Pakodi Center (None) | Little Italy (None) | Starbucks (None) | Mocha (None) | Panddi restarunt (None) | LJ University (None) | SN School (None) | SN Collage (None) | Vastrapur railway station (None) | Aardenco Infotech Pvt Ltd (None) | Sauber Environmental Solutions Pvt. Ltd. (None)
